time_s,voltage_V,current_A,soc_thuc,Total (mAh)
28493.497,4.1,0.1,0.993725,1192.47
28494.496,4.1,-0.2,0.993725,1192.47
28495.493,4.1,0,0.993725,1192.47
28496.494,4.1,-0.1,0.993725,1192.47
28497.494,4.1,0,0.993725,1192.47
28498.493,4.1,0.4,0.993725,1192.47
28499.493,4.1,0.1,0.993725,1192.47
28500.49,4.104,0,0.993725,1192.47
28501.486,4.1,0.2,0.993725,1192.47
28502.497,4.1,-0.1,0.993725,1192.47
28503.49,4.1,0.1,0.993725,1192.47
28504.483,4.1,0,0.993725,1192.47
28505.493,4.1,0.2,0.993725,1192.47
28506.492,4.104,-0.2,0.993725,1192.47
28507.49,4.1,0.1,0.993725,1192.47
28508.484,4.1,0,0.993725,1192.47
28509.483,4.1,0.3,0.993725,1192.47
28510.497,4.1,0,0.993725,1192.47
28511.493,4.1,0,0.993725,1192.47
28512.493,4.1,-0.1,0.993725,1192.47
28513.493,4.104,-0.2,0.993725,1192.47
28514.492,4.1,-0.1,0.993725,1192.47
28515.487,4.096,0,0.993725,1192.47
28516.483,4.104,0,0.993725,1192.47
28517.494,4.1,0,0.993725,1192.47
28518.491,4.104,0,0.993725,1192.47
28519.489,4.1,0.1,0.993725,1192.47
28520.49,4.1,-0.2,0.993725,1192.47
28521.486,4.1,0,0.993725,1192.47
28522.485,4.1,-0.2,0.993725,1192.47
28523.489,4.1,0.1,0.993725,1192.47
28524.485,4.1,0.1,0.993725,1192.47
28525.485,4.1,0.2,0.993725,1192.47
28526.488,4.1,-0.2,0.993725,1192.47
28527.497,4.1,-0.1,0.993725,1192.47
28528.496,4.1,0,0.993725,1192.47
28529.495,4.1,0.3,0.993725,1192.47
28530.493,4.104,-0.1,0.993725,1192.47
28531.496,4.104,0.1,0.993725,1192.47
28532.483,4.104,0.2,0.993725,1192.47
28533.493,4.1,-0.1,0.993725,1192.47
28534.492,4.1,0,0.993725,1192.47
28535.492,4.1,-0.1,0.993725,1192.47
28536.49,4.1,-0.1,0.993725,1192.47
28537.485,4.1,-0.1,0.993725,1192.47
28538.496,4.1,-0.1,0.993725,1192.47
28539.493,4.1,-0.2,0.993725,1192.47
28540.492,4.1,0.1,0.993725,1192.47
28541.488,4.1,0,0.993725,1192.47
28542.497,4.104,0.2,0.993725,1192.47
28543.494,4.1,-0.2,0.993725,1192.47
28544.49,4.1,-0.2,0.993725,1192.47
28545.488,4.104,0.2,0.993725,1192.47
28546.484,4.104,0.2,0.993725,1192.47
28547.495,4.104,0,0.993725,1192.47
28548.496,4.104,-0.1,0.993725,1192.47
28549.486,4.1,0,0.993725,1192.47
28550.496,4.1,0.1,0.993725,1192.47
28551.493,4.1,0.3,0.993725833,1192.471
28552.488,4.1,0.1,0.993725833,1192.471
28553.482,4.1,-0.2,0.993725833,1192.471
28554.495,4.104,-0.1,0.993725833,1192.471
28555.493,4.104,-0.2,0.993725833,1192.471
28556.482,4.1,0,0.993725833,1192.471
28557.493,4.104,0.2,0.993725833,1192.471
28558.487,4.104,-0.1,0.993725833,1192.471
28559.485,4.1,-0.1,0.993725833,1192.471
28560.497,4.1,0.1,0.993725833,1192.471
28561.495,4.1,0.3,0.993725833,1192.471
28562.492,4.1,0.1,0.993725833,1192.471
28563.486,4.1,-0.3,0.993725833,1192.471
28564.487,4.1,0.1,0.993725833,1192.471
28565.484,4.1,-0.1,0.993725833,1192.471
28566.494,4.104,0,0.993725833,1192.471
28567.487,4.1,0,0.993725833,1192.471
28568.484,4.1,-0.1,0.993725833,1192.471
28569.483,4.1,0.1,0.993725833,1192.471
28570.484,4.1,0.1,0.993725833,1192.471
28571.496,4.1,0,0.993725833,1192.471
28572.495,4.1,-0.1,0.993725833,1192.471
28573.493,4.1,0,0.993725833,1192.471
28574.489,4.1,0.2,0.993725833,1192.471
28575.488,4.1,0.1,0.993725833,1192.471
28576.491,4.1,0,0.993725833,1192.471
28577.482,4.1,0.3,0.993725833,1192.471
28578.494,4.104,0,0.993725833,1192.471
28579.493,4.1,-0.2,0.993725833,1192.471
28580.488,4.1,0.3,0.993725833,1192.471
28581.488,4.1,0,0.993725833,1192.471
28582.492,4.104,0.1,0.993725833,1192.471
28583.487,4.1,0.1,0.993725833,1192.471
28584.483,4.1,-0.1,0.993725833,1192.471
28585.494,4.1,-0.2,0.993725833,1192.471
28586.494,4.104,-0.2,0.993725833,1192.471
28587.493,4.1,0.1,0.993725833,1192.471
28588.49,4.1,0,0.993725833,1192.471
28589.487,4.104,0,0.993725833,1192.471
28590.483,4.1,-0.1,0.993725833,1192.471
28591.495,4.1,0.2,0.993725833,1192.471
28592.496,4.1,0.1,0.993725833,1192.471
28593.493,4.1,0.1,0.993725833,1192.471
28594.49,4.104,0,0.993725833,1192.471
28595.49,4.104,0.1,0.993725833,1192.471
28596.486,4.1,0.2,0.993725833,1192.471
28597.483,4.104,-0.1,0.993725833,1192.471
28598.482,4.1,0.1,0.993725833,1192.471
28599.495,4.1,-0.2,0.993725833,1192.471
28600.493,4.1,-0.3,0.993725833,1192.471
28601.493,4.1,0,0.993725833,1192.471
28602.493,4.1,0,0.993725833,1192.471
28603.492,4.104,-0.1,0.993725833,1192.471
28604.487,4.1,-0.2,0.993725833,1192.471
28605.484,4.1,-0.1,0.993725833,1192.471
28606.481,4.104,-0.1,0.993725833,1192.471
28607.494,4.1,0,0.993725833,1192.471
28608.491,4.1,0.1,0.993725833,1192.471
28609.49,4.1,0,0.993725833,1192.471
28610.489,4.104,0,0.993725833,1192.471
28611.487,4.1,-0.2,0.993725833,1192.471
28612.484,4.1,0,0.993725833,1192.471
28613.493,4.1,0,0.993725833,1192.471
28614.49,4.1,0.1,0.993725833,1192.471
28615.487,4.1,0.1,0.993725833,1192.471
28616.484,4.1,0.1,0.993725833,1192.471
28617.481,4.1,0,0.993725833,1192.471
28618.495,4.1,-0.1,0.993725833,1192.471
28619.491,4.104,0.1,0.993725833,1192.471
28620.493,4.1,-0.2,0.993725833,1192.471
28621.49,4.104,0.2,0.993725833,1192.471
28622.493,4.1,-0.2,0.993725833,1192.471
28623.49,4.1,0.2,0.993725833,1192.471
28624.492,4.1,-0.2,0.993725833,1192.471
28625.481,4.1,0.1,0.993725833,1192.471
28626.491,4.1,0.1,0.993725833,1192.471
28627.487,4.104,0,0.993725833,1192.471
28628.484,4.1,0.2,0.993725833,1192.471
28629.479,4.1,-0.2,0.993725833,1192.471
28630.492,4.1,-0.1,0.993725833,1192.471
28631.495,4.1,-0.1,0.993725833,1192.471
28632.491,4.1,-0.2,0.993725833,1192.471
28633.484,4.1,0,0.993725833,1192.471
28634.493,4.104,0,0.993725833,1192.471
28635.491,4.1,0.1,0.993725833,1192.471
28636.488,4.1,-0.1,0.993725833,1192.471
28637.485,4.1,-0.1,0.993725833,1192.471
28638.48,4.1,-0.1,0.993725833,1192.471
28639.483,4.1,0,0.993725833,1192.471
28640.494,4.104,0,0.993725833,1192.471
28641.491,4.1,-0.1,0.993725833,1192.471
28642.488,4.1,0.1,0.993725833,1192.471
28643.484,4.104,0.1,0.993725833,1192.471
28644.484,4.1,0,0.993725833,1192.471
28645.481,4.1,0,0.993725833,1192.471
28646.494,4.1,-0.2,0.993725833,1192.471
28647.492,4.1,0.3,0.993725833,1192.471
28648.49,4.104,0.2,0.993725833,1192.471
28649.489,4.1,0,0.993725833,1192.471
28650.488,4.104,0,0.993725833,1192.471
28651.484,4.104,-0.1,0.993725833,1192.471
28652.494,4.1,0,0.993725833,1192.471
28653.494,4.104,0,0.993725833,1192.471
28654.49,4.096,0.1,0.993725833,1192.471
28655.486,4.1,-0.1,0.993725833,1192.471
28656.494,4.1,0,0.993725833,1192.471
28657.491,4.1,0,0.993725833,1192.471
28658.487,4.104,-0.2,0.993725833,1192.471
28659.487,4.104,-0.2,0.993725833,1192.471
28660.484,4.1,-0.1,0.993725833,1192.471
28661.491,4.104,0.1,0.993725833,1192.471
28662.488,4.1,-0.1,0.993725833,1192.471
28663.491,4.1,0.1,0.993725833,1192.471
28664.484,4.1,0.1,0.993725833,1192.471
28665.481,4.1,-0.1,0.993725833,1192.471
28666.48,4.1,-0.2,0.993725833,1192.471
28667.493,4.1,0.1,0.993725833,1192.471
28668.491,4.1,-0.1,0.993725833,1192.471
28669.489,4.104,0.1,0.993725833,1192.471
28670.485,4.1,0,0.993725833,1192.471
28671.482,4.1,0,0.993725833,1192.471
28672.48,4.1,0,0.993725833,1192.471
28673.492,4.1,0.1,0.993725833,1192.471
28674.493,4.104,0.2,0.993725833,1192.471
28675.481,4.104,-0.1,0.993725833,1192.471
28676.481,4.1,-0.2,0.993725833,1192.471
28677.492,4.1,-0.1,0.993725833,1192.471
28678.493,4.1,0.1,0.993725833,1192.471
28679.489,4.1,0.1,0.993725833,1192.471
28680.486,4.104,0,0.993725833,1192.471
28681.479,4.1,-0.3,0.993725833,1192.471
28682.493,4.104,-0.1,0.993725833,1192.471
28683.492,4.1,-0.2,0.993725833,1192.471
28684.488,4.104,-0.2,0.993725833,1192.471
28685.491,4.1,0,0.993725833,1192.471
28686.487,4.1,0.1,0.993725833,1192.471
28687.479,4.1,0,0.993725833,1192.471
28688.493,4.1,0,0.993725833,1192.471
28689.479,4.104,0,0.993725833,1192.471
28690.494,4.1,0,0.993725833,1192.471
28691.493,4.1,-0.1,0.993725833,1192.471
28692.491,4.1,0.3,0.993725833,1192.471
28693.48,4.104,0.2,0.993725833,1192.471
28694.493,4.1,-0.2,0.993725833,1192.471
28695.489,4.104,-0.1,0.993725833,1192.471
28696.49,4.1,0.1,0.993725833,1192.471
28697.484,4.1,-0.2,0.993725833,1192.471
28698.491,4.104,0,0.993725833,1192.471
28699.49,4.1,-0.2,0.993725833,1192.471
28700.487,4.1,0.1,0.993725833,1192.471
28701.487,4.1,0.2,0.993725833,1192.471
28702.48,4.1,-0.3,0.993725833,1192.471
28703.481,4.1,0,0.993725833,1192.471
28704.478,4.1,0,0.993725833,1192.471
28705.492,4.1,-0.1,0.993725833,1192.471
28706.487,4.1,-0.2,0.993725833,1192.471
28707.485,4.104,0.1,0.993725833,1192.471
28708.482,4.1,0,0.993725833,1192.471
28709.481,4.1,0.1,0.993725833,1192.471
28710.481,4.1,-0.3,0.993725833,1192.471
28711.485,4.104,0,0.993725833,1192.471
28712.481,4.1,0.1,0.993725833,1192.471
28713.477,4.096,0.3,0.993725833,1192.471
28714.491,4.1,0.1,0.993725833,1192.471
28715.488,4.1,-0.1,0.993725833,1192.471
28716.485,4.1,-0.1,0.993725833,1192.471
28717.482,4.104,0.1,0.993725833,1192.471
28718.48,4.1,0,0.993725833,1192.471
28719.479,4.1,0.1,0.993725833,1192.471
28720.49,4.1,0.1,0.993725833,1192.471
28721.491,4.1,0.2,0.993725833,1192.471
28722.487,4.1,0.1,0.993725833,1192.471
28723.486,4.104,0.1,0.993725833,1192.471
28724.482,4.1,0.1,0.993725833,1192.471
28725.481,4.104,-0.2,0.993725833,1192.471
28726.48,4.1,-0.1,0.993725833,1192.471
28727.491,4.1,-0.4,0.993725833,1192.471
28728.487,4.1,-0.3,0.993725,1192.47
28729.485,4.1,0.2,0.993725,1192.47
28730.484,4.104,0.1,0.993725,1192.47
28731.48,4.104,0,0.993725,1192.47
28732.479,4.1,-0.1,0.993725,1192.47
28733.479,4.1,-0.2,0.993725,1192.47
28734.491,4.1,0,0.993725,1192.47
28735.49,4.104,0,0.993725,1192.47
28736.488,4.1,0,0.993725,1192.47
28737.482,4.104,-0.1,0.993725,1192.47
28738.485,4.1,0,0.993725,1192.47
28739.483,4.1,-0.2,0.993725,1192.47
28740.481,4.1,-0.1,0.993725,1192.47
28741.476,4.1,0,0.993725,1192.47
28742.491,4.1,-0.2,0.993725,1192.47
28743.488,4.1,0,0.993725,1192.47
28744.485,4.1,0.2,0.993725,1192.47
28745.486,4.1,0.2,0.993725,1192.47
28746.481,4.1,0.2,0.993725,1192.47
28747.482,4.1,-0.1,0.993725,1192.47
28748.477,4.1,-0.1,0.993725,1192.47
28749.491,4.1,0.1,0.993725,1192.47
28750.489,4.1,0,0.993725,1192.47
28751.483,4.104,-0.3,0.993725,1192.47
28752.486,4.1,0,0.993725,1192.47
28753.481,4.1,-0.1,0.993725,1192.47
28754.479,4.096,0.3,0.993725,1192.47
28755.477,4.104,0.1,0.993725,1192.47
28756.49,4.1,-0.1,0.993725,1192.47
28757.49,4.1,0,0.993725,1192.47
28758.483,4.104,0.2,0.993725,1192.47
28759.479,4.104,0.2,0.993725,1192.47
28760.479,4.1,-0.1,0.993725,1192.47
28761.488,4.1,0.1,0.993725,1192.47
28762.484,4.1,0.3,0.993725833,1192.471
28763.477,4.104,0,0.993725833,1192.471
28764.486,4.1,-0.2,0.993725833,1192.471
28765.479,4.104,-0.1,0.993725833,1192.471
28766.489,4.1,0.2,0.993725833,1192.471
28767.487,4.104,0,0.993725833,1192.471
28768.484,4.1,-0.1,0.993725833,1192.471
28769.49,4.1,0.3,0.993725833,1192.471
28770.491,4.1,0.1,0.993725833,1192.471
28771.487,4.104,0.1,0.993725833,1192.471
28772.485,4.104,0.1,0.993725833,1192.471
28773.483,4.104,0.1,0.993725833,1192.471
28774.478,4.1,0.1,0.993725833,1192.471
28775.476,4.104,0.1,0.993725833,1192.471
28776.476,4.1,0,0.993725833,1192.471
28777.49,4.1,0.1,0.993725833,1192.471
28778.486,4.104,-0.1,0.993725833,1192.471
28779.479,4.104,0,0.993725833,1192.471
28780.477,4.104,0.1,0.993725833,1192.471
28781.487,4.1,0.1,0.993725833,1192.471
28782.483,4.1,0,0.993725833,1192.471
28783.48,4.1,0.2,0.993725833,1192.471
28784.481,4.104,0.1,0.993725833,1192.471
28785.49,4.1,0.1,0.993725833,1192.471
28786.489,4.1,0,0.993725833,1192.471
28787.487,4.104,-0.1,0.993725833,1192.471
28788.482,4.1,0,0.993725833,1192.471
28789.478,4.104,0,0.993725833,1192.471
28790.479,4.104,0,0.993725833,1192.471
28791.49,4.1,0,0.993725833,1192.471
28792.479,4.1,0,0.993725833,1192.471
28793.484,4.1,-0.3,0.993725833,1192.471
28794.484,4.1,0,0.993725833,1192.471
28795.481,4.1,0.2,0.993725833,1192.471
28796.476,4.1,0,0.993725833,1192.471
28797.476,4.1,-0.1,0.993725833,1192.471
28798.487,4.104,0,0.993725833,1192.471
28799.479,4.1,0.1,0.993725833,1192.471
28800.477,4.1,0,0.993725833,1192.471
28801.478,4.1,0,0.993725833,1192.471
28802.489,4.104,0,0.993725833,1192.471
28803.486,4.1,-0.1,0.993725833,1192.471
28804.483,4.104,0,0.993725833,1192.471
28805.485,4.1,-0.2,0.993725833,1192.471
28806.482,4.1,0.1,0.993725833,1192.471
28807.478,4.1,-0.1,0.993725833,1192.471
28808.479,4.1,0.3,0.993725833,1192.471
28809.477,4.1,0.1,0.993725833,1192.471
28810.479,4.1,0.2,0.993725833,1192.471
28811.479,4.1,0,0.993725833,1192.471
28812.479,4.1,-0.2,0.993725833,1192.471
28813.476,4.1,0.1,0.993725833,1192.471
28814.487,4.1,0.1,0.993725833,1192.471
28815.485,4.1,0,0.993725833,1192.471
28816.481,4.1,0.1,0.993725833,1192.471
28817.48,4.096,-0.1,0.993725833,1192.471
28818.478,4.1,-0.2,0.993725833,1192.471
28819.478,4.104,-0.1,0.993725833,1192.471
28820.478,4.1,0.1,0.993725833,1192.471
28821.489,4.104,-0.2,0.993725833,1192.471
28822.488,4.1,0,0.993725833,1192.471
28823.485,4.1,0,0.993725833,1192.471
28824.486,4.104,0,0.993725833,1192.471
28825.483,4.1,-0.2,0.993725833,1192.471
28826.479,4.1,0,0.993725833,1192.471
28827.478,4.1,-0.2,0.993725833,1192.471
28828.476,4.1,0.1,0.993725833,1192.471
28829.474,4.1,0,0.993725833,1192.471
28830.486,4.1,-0.1,0.993725833,1192.471
28831.479,4.1,0.2,0.993725833,1192.471
28832.488,4.104,0.2,0.993725833,1192.471
28833.484,4.1,0.1,0.993725833,1192.471
28834.481,4.104,-0.2,0.993725833,1192.471
28835.478,4.1,0.3,0.993725833,1192.471
28836.484,4.1,0,0.993725833,1192.471
28837.483,4.1,0,0.993725833,1192.471
28838.485,4.1,0.1,0.993725833,1192.471
28839.48,4.104,0,0.993725833,1192.471
28840.48,4.1,-0.1,0.993725833,1192.471
28841.475,4.096,0,0.993725833,1192.471
28842.474,4.104,0.1,0.993725833,1192.471
28843.483,4.1,0,0.993725833,1192.471
28844.48,4.1,0.3,0.993725833,1192.471
28845.476,4.1,0.1,0.993725833,1192.471
28846.475,4.1,0.1,0.993725833,1192.471
28847.485,4.1,0.1,0.993725833,1192.471
28848.478,4.1,0,0.993725833,1192.471
28849.479,4.1,-0.2,0.993725833,1192.471
28850.479,4.1,0,0.993725833,1192.471
28851.478,4.1,-0.1,0.993725833,1192.471
28852.479,4.1,0.1,0.993725833,1192.471
28853.489,4.104,0.1,0.993725833,1192.471
28854.486,4.1,-0.1,0.993725833,1192.471
28855.484,4.1,-0.1,0.993725833,1192.471
28856.479,4.1,-0.2,0.993725833,1192.471
28857.478,4.104,0,0.993725833,1192.471
28858.478,4.1,0,0.993725833,1192.471
28859.485,4.104,0,0.993725833,1192.471
28860.474,4.1,0,0.993725833,1192.471
28861.484,4.1,0,0.993725833,1192.471
28862.485,4.1,0.2,0.993725833,1192.471
28863.482,4.1,0.1,0.993725833,1192.471
28864.482,4.104,0.1,0.993725833,1192.471
28865.48,4.1,0,0.993725833,1192.471
28866.479,4.1,0,0.993725833,1192.471
28867.489,4.1,0.1,0.993725833,1192.471
28868.475,4.1,-0.1,0.993725833,1192.471
28869.475,4.1,-0.2,0.993725833,1192.471
28870.486,4.1,0.1,0.993725833,1192.471
28871.486,4.1,0,0.993725833,1192.471
28872.482,4.1,-0.2,0.993725833,1192.471
28873.478,4.1,0,0.993725833,1192.471
28874.488,4.1,0,0.993725833,1192.471
28875.484,4.1,0.1,0.993725833,1192.471
28876.486,4.1,-0.2,0.993725833,1192.471
28877.485,4.1,0.3,0.993725833,1192.471
28878.481,4.104,0.3,0.993725833,1192.471
28879.485,4.1,0.1,0.993725833,1192.471
28880.481,4.1,0,0.993725833,1192.471
28881.476,4.104,0.2,0.993725833,1192.471
28882.477,4.1,0.1,0.993725833,1192.471
28883.477,4.1,0.1,0.993725833,1192.471
28884.474,4.1,0,0.993725833,1192.471
28885.487,4.1,0,0.993725833,1192.471
28886.483,4.104,-0.2,0.993725833,1192.471
28887.479,4.1,-0.1,0.993725833,1192.471
28888.479,4.1,0,0.993725833,1192.471
28889.475,4.1,0,0.993725833,1192.471
28890.475,4.1,-0.1,0.993725833,1192.471
28891.488,4.104,0.1,0.993725833,1192.471
28892.485,4.1,0,0.993725833,1192.471
28893.485,4.1,-0.1,0.993725833,1192.471
28894.476,4.1,0.1,0.993725833,1192.471
28895.486,4.1,0,0.993725833,1192.471
28896.481,4.1,0.2,0.993725833,1192.471
28897.474,4.1,0.1,0.993725833,1192.471
28898.486,4.104,-0.2,0.993725833,1192.471
28899.481,4.104,0,0.993725833,1192.471
28900.477,4.1,0.1,0.993725833,1192.471
28901.48,4.1,0,0.993725833,1192.471
28902.483,4.104,0,0.993725833,1192.471
28903.48,4.1,-0.1,0.993725833,1192.471
28904.477,4.1,0.1,0.993725833,1192.471
28905.476,4.1,-0.1,0.993725833,1192.471
28906.475,4.1,0.2,0.993725833,1192.471
28907.474,4.104,-0.2,0.993725833,1192.471
28908.487,4.1,-0.1,0.993725833,1192.471
28909.482,4.1,0,0.993725833,1192.471
28910.478,4.1,0,0.993725833,1192.471
28911.475,4.104,0.1,0.993725833,1192.471
28912.474,4.1,-0.1,0.993725833,1192.471
28913.487,4.104,-0.1,0.993725833,1192.471
28914.472,4.1,0,0.993725833,1192.471
28915.48,4.1,-0.3,0.993725833,1192.471
28916.478,4.104,0.2,0.993725833,1192.471
28917.474,4.1,0.2,0.993725833,1192.471
28918.475,4.1,0,0.993725833,1192.471
28919.487,4.104,0,0.993725833,1192.471
28920.472,4.104,0,0.993725833,1192.471
28921.483,4.1,0.2,0.993725833,1192.471
28922.485,4.1,0,0.993725833,1192.471
28923.483,4.1,-0.2,0.993725833,1192.471
28924.481,4.104,-0.4,0.993725833,1192.471
28925.479,4.1,0.1,0.993725833,1192.471
28926.479,4.104,-0.1,0.993725833,1192.471
28927.482,4.1,0.2,0.993725833,1192.471
28928.479,4.1,-0.1,0.993725833,1192.471
28929.479,4.1,0.3,0.993725833,1192.471
28930.475,4.1,-0.1,0.993725833,1192.471
28931.473,4.104,-0.1,0.993725833,1192.471
28932.474,4.1,-0.1,0.993725833,1192.471
28933.486,4.1,0.1,0.993725833,1192.471
28934.481,4.1,-0.1,0.993725833,1192.471
28935.477,4.1,0.2,0.993725833,1192.471
28936.472,4.1,0,0.993725833,1192.471
28937.479,4.1,0,0.993725833,1192.471
28938.48,4.104,-0.1,0.993725833,1192.471
28939.483,4.1,-0.1,0.993725833,1192.471
28940.481,4.1,0,0.993725833,1192.471
28941.48,4.1,0.1,0.993725833,1192.471
28942.479,4.1,-0.1,0.993725833,1192.471
28943.476,4.1,-0.1,0.993725833,1192.471
28944.474,4.104,0,0.993725833,1192.471
28945.48,4.1,-0.1,0.993725833,1192.471
28946.476,4.104,-0.1,0.993725833,1192.471
28947.473,4.1,0.1,0.993725833,1192.471
28948.472,4.1,0,0.993725833,1192.471
28949.48,4.1,0,0.993725833,1192.471
28950.479,4.104,-0.2,0.993725833,1192.471
28951.476,4.1,0,0.993725833,1192.471
28952.476,4.1,0.2,0.993725833,1192.471
28953.472,4.104,0.1,0.993725833,1192.471
28954.485,4.104,-0.1,0.993725833,1192.471
28955.482,4.1,0.1,0.993725833,1192.471
28956.479,4.1,0.1,0.993725833,1192.471
28957.482,4.1,0.3,0.993725833,1192.471
28958.48,4.1,0.2,0.993725833,1192.471
28959.478,4.1,-0.1,0.993725833,1192.471
28960.473,4.1,-0.1,0.993725833,1192.471
28961.482,4.1,0.2,0.993725833,1192.471
28962.475,4.1,0,0.993725833,1192.471
28963.483,4.104,-0.1,0.993725833,1192.471
28964.482,4.104,0.1,0.993725833,1192.471
28965.481,4.1,0.1,0.993725833,1192.471
28966.477,4.104,-0.1,0.993725833,1192.471
28967.475,4.104,0.1,0.993725833,1192.471
28968.474,4.1,0.1,0.993725833,1192.471
28969.485,4.104,0,0.993725833,1192.471
28970.481,4.1,-0.1,0.993725833,1192.471
28971.476,4.1,0.2,0.993725833,1192.471
28972.472,4.104,-0.1,0.993725833,1192.471
28973.483,4.1,0,0.993725833,1192.471
28974.484,4.1,-0.2,0.993725833,1192.471
28975.483,4.1,-0.2,0.993725833,1192.471
28976.479,4.1,-0.1,0.993725833,1192.471
28977.478,4.1,-0.1,0.993725833,1192.471
28978.473,4.1,0.1,0.993725833,1192.471
28979.475,4.104,-0.2,0.993725833,1192.471
28980.483,4.1,0.1,0.993725833,1192.471
28981.481,4.104,0,0.993725833,1192.471
28982.482,4.104,0,0.993725833,1192.471
28983.482,4.1,0.1,0.993725833,1192.471
28984.482,4.104,-0.1,0.993725833,1192.471
28985.477,4.104,-0.1,0.993725833,1192.471
28986.476,4.104,-0.1,0.993725833,1192.471
28987.473,4.104,-0.1,0.993725833,1192.471
28988.479,4.1,0,0.993725833,1192.471
28989.476,4.1,0.1,0.993725833,1192.471
28990.474,4.1,0.1,0.993725833,1192.471
28991.471,4.104,0,0.993725833,1192.471
28992.484,4.1,0,0.993725833,1192.471
28993.48,4.1,-0.1,0.993725833,1192.471
28994.482,4.1,0,0.993725833,1192.471
28995.479,4.1,0,0.993725833,1192.471
28996.478,4.104,0.1,0.993725833,1192.471
28997.478,4.1,0.1,0.993725833,1192.471
28998.476,4.104,0.2,0.993725833,1192.471
28999.478,4.1,0.1,0.993725833,1192.471
29000.472,4.1,0,0.993725833,1192.471
29001.47,4.104,0,0.993725833,1192.471
29002.473,4.1,0,0.993725833,1192.471
29003.47,4.104,-0.2,0.993725833,1192.471
29004.482,4.104,-0.2,0.993725833,1192.471
29005.479,4.108,-0.1,0.993725833,1192.471
29006.478,4.1,-0.1,0.993725833,1192.471
29007.474,4.104,-0.2,0.993725833,1192.471
29008.485,4.1,0,0.993725833,1192.471
29009.483,4.1,0.2,0.993725833,1192.471
29010.478,4.1,0,0.993725833,1192.471
29011.474,4.104,-0.2,0.993725833,1192.471
29012.484,4.1,0,0.993725833,1192.471
29013.481,4.1,-0.2,0.993725833,1192.471
29014.478,4.1,-0.2,0.993725833,1192.471
29015.471,4.1,0.1,0.993725833,1192.471
29016.469,4.104,0,0.993725833,1192.471
29017.479,4.104,-0.2,0.993725833,1192.471
29018.479,4.1,0,0.993725833,1192.471
29019.474,4.1,-0.1,0.993725833,1192.471
29020.473,4.1,0.1,0.993725833,1192.471
29021.47,4.1,-0.1,0.993725833,1192.471
29022.479,4.1,0.2,0.993725833,1192.471
29023.48,4.1,0.4,0.993725833,1192.471
29024.476,4.1,-0.1,0.993725833,1192.471
29025.475,4.104,0.1,0.993725833,1192.471
29026.474,4.1,-0.1,0.993725833,1192.471
29027.484,4.1,0,0.993725833,1192.471
29028.475,4.1,0.2,0.993725833,1192.471
29029.482,4.096,0.2,0.993725833,1192.471
29030.48,4.1,0,0.993725833,1192.471
29031.481,4.104,-0.1,0.993725833,1192.471
29032.481,4.1,0,0.993725833,1192.471
29033.481,4.1,0,0.993725833,1192.471
29034.478,4.108,-0.2,0.993725833,1192.471
29035.477,4.104,0.2,0.993725833,1192.471
29036.475,4.104,0.2,0.993725833,1192.471
29037.475,4.1,-0.2,0.993725833,1192.471
29038.472,4.1,0,0.993725833,1192.471
29039.473,4.1,0.1,0.993725833,1192.471
29040.482,4.104,0.1,0.993725833,1192.471
29041.481,4.1,0.1,0.993725833,1192.471
29042.478,4.1,0,0.993725833,1192.471
29043.477,4.1,0.1,0.993725833,1192.471
29044.477,4.1,-0.1,0.993725833,1192.471
29045.476,4.1,0,0.993725833,1192.471
29046.472,4.1,0.1,0.993725833,1192.471
29047.471,4.1,-0.1,0.993725833,1192.471
29048.483,4.1,0.1,0.993725833,1192.471
29049.478,4.096,0,0.993725833,1192.471
29050.473,4.1,-0.2,0.993725833,1192.471
29051.469,4.1,0,0.993725833,1192.471
29052.481,4.1,0.1,0.993725833,1192.471
29053.479,4.104,0,0.993725833,1192.471
29054.477,4.104,0.1,0.993725833,1192.471
29055.474,4.1,0.1,0.993725833,1192.471
29056.472,4.1,0,0.993725833,1192.471
29057.473,4.1,0,0.993725833,1192.471
29058.475,4.1,0.1,0.993725833,1192.471
29059.47,4.1,0,0.993725833,1192.471
29060.482,4.1,0,0.993725833,1192.471
29061.477,4.104,-0.1,0.993725833,1192.471
29062.479,4.1,0.1,0.993725833,1192.471
29063.48,4.1,-0.2,0.993725833,1192.471
29064.474,4.1,0,0.993725833,1192.471
29065.472,4.1,0.1,0.993725833,1192.471
29066.481,4.104,0,0.993725833,1192.471
29067.479,4.1,0,0.993725833,1192.471
29068.474,4.1,0.3,0.993725833,1192.471
29069.473,4.1,0.1,0.993725833,1192.471
29070.475,4.1,-0.1,0.993725833,1192.471
29071.476,4.1,0.1,0.993725833,1192.471
29072.474,4.1,-0.2,0.993725833,1192.471
29073.469,4.1,-0.1,0.993725833,1192.471
29074.468,4.1,0.2,0.993725833,1192.471
29075.469,4.1,0.2,0.993725833,1192.471
29076.481,4.1,-0.1,0.993725833,1192.471
29077.48,4.1,0.1,0.993725833,1192.471
29078.478,4.104,0.1,0.993725833,1192.471
29079.473,4.1,-0.1,0.993725833,1192.471
29080.47,4.1,-0.1,0.993725833,1192.471
29081.469,4.1,-0.1,0.993725833,1192.471
29082.479,4.096,0.1,0.993725833,1192.471
29083.477,4.1,0.1,0.993725833,1192.471
29084.478,4.1,0.1,0.993725833,1192.471
