time_s,voltage_V,current_A,soc_thuc,Total (mAh),,,,,,,
19046.74,4.104,-0.1,,,,,14605.849,4.112,0,,1192.471
19047.737,4.108,-0.1,,,,,14606.862,4.108,0.1,,1192.471
19048.735,4.104,-0.1,,,,,14607.856,4.116,0.1,,1192.471
19049.735,4.104,-0.2,,,,,14608.854,4.112,-0.2,,1192.471
19050.735,4.104,0,,,,,14609.848,4.116,0,,1192.471
19051.745,4.108,0.1,,,,,14610.847,4.112,0,,1192.471
19052.745,4.104,0.1,,,,,14611.857,4.112,-0.2,,1192.471
19053.739,4.108,0,,,,,14612.853,4.112,0.2,,1192.471
19054.734,4.104,0,,,,,14613.85,4.116,-0.1,,1192.471
19055.746,4.104,0,,,,,14614.85,4.116,-0.2,,1192.471
19056.731,4.104,0,,,,,14615.857,4.112,0.1,,1192.471
19057.739,4.104,-0.1,,,,,14616.852,4.116,0.3,,1192.471
19058.74,4.104,0.1,,,,,14617.851,4.112,-0.1,,1192.471
19059.736,4.104,0.1,,,,,14618.85,4.116,-0.1,,1192.471
19060.753,4.104,-0.2,,,,,14619.86,4.116,-0.1,,1192.471
19061.736,4.104,0.2,,,,,14620.859,4.112,-0.2,,1192.471
19062.733,4.104,0,,,,,14621.854,4.112,0,,1192.471
19063.731,4.104,0.2,,,,,14622.851,4.112,0.1,,1192.471
19064.742,4.104,0.2,,,,,14623.85,4.112,-0.1,,1192.471
19065.739,4.104,0,,,,,14624.862,4.116,-0.1,,1192.471
19066.734,4.104,0,,,,,14625.863,4.112,0.1,,1192.471
19067.745,4.108,-0.2,,,,,14626.861,4.112,0,,1192.471
19068.74,4.108,-0.1,,,,,14627.858,4.112,0.1,,1192.471
19069.737,4.104,0.1,,,,,14628.855,4.112,0,,1192.471
19070.732,4.104,0,,,,,14629.851,4.112,-0.1,,1192.471
19071.73,4.104,0.1,,,,,14630.85,4.112,0,,1192.471
19072.73,4.104,-0.1,,,,,14631.858,4.112,-0.1,,1192.471
19073.742,4.104,0.1,,,,,14632.857,4.116,0,,1192.471
19074.74,4.104,0.1,,,,,14633.854,4.112,-0.1,,1192.471
19075.736,4.104,0,,,,,14634.854,4.116,0,,1192.471
19076.737,4.104,0.2,,,,,14635.851,4.112,0.1,,1192.471
19077.734,4.104,-0.1,,,,,14636.849,4.112,-0.2,,1192.471
19078.744,4.104,0.1,,,,,14637.861,4.116,-0.1,,1192.471
19079.744,4.104,-0.1,,,,,14638.859,4.112,0.1,,1192.471
19080.741,4.108,0,,,,,14639.856,4.116,0,,1192.471
19081.739,4.104,0.1,,,,,14640.852,4.112,0,,1192.471
19082.733,4.104,0,,,,,14641.85,4.112,0.1,,1192.471
19083.745,4.1,0.1,,,,,14642.851,4.112,0.1,,1192.471
19084.741,4.104,0.1,,,,,14643.85,4.116,0.2,,1192.471
19085.738,4.104,0.1,,,,,14644.85,4.112,-0.1,,1192.471
19086.736,4.104,0.1,,,,,14645.86,4.112,-0.1,,1192.471
19087.732,4.104,0.1,,,,,14646.857,4.112,-0.1,,1192.471
19088.734,4.108,0.1,,,,,14647.853,4.112,0,,1192.471
19089.73,4.1,0,,,,,14648.849,4.112,0.2,,1192.471
19090.734,4.104,0,,,,,14649.847,4.116,0.1,,1192.471
19091.739,4.104,0.1,,,,,14650.849,4.112,0,,1192.471
19092.733,4.1,0,,,,,14651.86,4.112,0,,1192.471
19093.735,4.104,-0.1,,,,,14652.854,4.112,0,,1192.471
19094.737,4.104,0.1,,,,,14653.851,4.112,0,,1192.471
19095.737,4.104,-0.1,,,,,14654.85,4.116,0,,1192.471
19096.742,4.104,-0.1,,,,,14655.859,4.116,0.2,,1192.471
19097.74,4.104,-0.1,,,,,14656.86,4.112,0,,1192.471
19098.738,4.104,0.1,,,,,14657.858,4.112,-0.1,,1192.471
19099.736,4.104,0,,,,,14658.857,4.112,0.1,,1192.471
19100.733,4.104,-0.1,,,,,14659.856,4.112,0.1,,1192.471
19101.744,4.104,0,,,,,14660.857,4.116,-0.1,,1192.471
19102.741,4.108,0,,,,,14661.853,4.112,-0.1,,1192.471
19103.737,4.1,0.1,,,,,14662.852,4.112,-0.2,,1192.471
19104.734,4.104,0.2,,,,,14663.852,4.112,-0.1,,1192.471
19105.731,4.104,0,,,,,14664.852,4.116,-0.1,,1192.471
19106.74,4.104,0,,,,,14665.851,4.112,0,,1192.471
19107.734,4.104,-0.1,,,,,14666.85,4.112,0.1,,1192.471
19108.733,4.104,0.2,,,,,14667.849,4.112,-0.2,,1192.471
19109.732,4.108,0,,,,,14668.859,4.112,0.1,,1192.471
19110.732,4.104,-0.1,,,,,14669.857,4.112,0,,1192.471
19111.739,4.104,0.2,,,,,14670.852,4.112,-0.1,,1192.471
19112.734,4.104,-0.1,,,,,14671.86,4.112,-0.2,,1192.471
19113.736,4.1,0.1,,,,,14672.86,4.112,0,,1192.471
19114.733,4.104,-0.1,,,,,14673.858,4.116,0,,1192.471
19115.731,4.104,-0.1,,,,,14674.852,4.116,0,,1192.471
19116.744,4.104,0.1,,,,,14675.847,4.116,0,,1192.471
19117.729,4.104,0,,,,,14676.851,4.116,0,,1192.471
19118.742,4.104,0.3,,,,,14677.851,4.112,-0.2,,1192.471
19119.741,4.104,0.2,,,,,14678.847,4.112,0,,1192.471
19120.735,4.104,0,,,,,14679.86,4.112,0.2,,1192.471
19121.729,4.108,-0.1,,,,,14680.857,4.112,0.1,,1192.471
19122.739,4.104,0,,,,,14681.851,4.112,-0.2,,1192.471
19123.73,4.104,0,,,,,14682.853,4.112,0.1,,1192.471
19124.739,4.104,0.2,,,,,14683.849,4.112,0,,1192.471
19125.737,4.104,-0.1,,,,,14684.85,4.112,-0.2,,1192.471
19126.734,4.104,0.1,,,,,14685.848,4.112,0,,1192.471
19127.732,4.104,0.1,,,,,14686.859,4.112,0,,1192.471
19128.733,4.1,0.2,,,,,14687.859,4.116,-0.1,,1192.471
19129.744,4.104,0.1,,,,,14688.851,4.112,0.3,,1192.471
19130.743,4.104,-0.1,,,,,14689.848,4.116,-0.1,,1192.471
19131.741,4.104,0,,,,,14690.859,4.116,0,,1192.471
19132.741,4.104,0,,,,,14691.854,4.112,0.1,,1192.471
19133.744,4.104,0.1,,,,,14692.856,4.112,-0.1,,1192.471
19134.739,4.104,0,,,,,14693.852,4.112,0.3,,1192.471
19135.736,4.1,0.1,,,,,14694.849,4.112,0.2,,1192.471
19136.732,4.108,0,,,,,14695.86,4.112,0,,1192.471
19137.729,4.104,0.1,,,,,14696.857,4.112,-0.2,,1192.471
19138.73,4.104,-0.1,,,,,14697.858,4.112,0,,1192.471
19139.729,4.1,0.1,,,,,14698.857,4.112,0,,1192.471
19140.73,4.104,-0.1,,,,,14699.857,4.112,0.2,,1192.471
19141.73,4.104,0,,,,,14700.851,4.112,0.2,,1192.471
19142.729,4.104,0,,,,,14701.85,4.112,0.2,,1192.471
19143.743,4.108,-0.1,,,,,14702.847,4.112,-0.1,,1192.471
19144.74,4.108,0,,,,,14703.845,4.112,0.1,,1192.471
19145.738,4.104,0,,,,,14704.859,4.112,0.1,,1192.471
19146.736,4.104,-0.1,,,,,14705.855,4.112,0,,1192.471
19147.733,4.108,0.2,,,,,14706.855,4.112,0,,1192.471
19148.73,4.104,0,,,,,14707.851,4.116,0.2,,1192.471
19149.728,4.104,-0.1,,,,,14708.846,4.112,0.1,,1192.471
19150.742,4.104,0,,,,,14709.857,4.112,0.2,,1192.471
19151.738,4.108,0,,,,,14710.854,4.112,-0.3,,1192.471
19152.736,4.104,0.1,,,,,14711.852,4.112,0,,1192.471
19153.73,4.104,-0.1,,,,,14712.849,4.112,-0.1,,1192.471
19154.741,4.104,0.2,,,,,14713.849,4.112,0.2,,1192.471
19155.741,4.104,0.2,,,,,14714.859,4.112,0,,1192.471
19156.74,4.108,0,,,,,14715.845,4.112,0,,1192.471
19157.74,4.104,-0.1,,,,,14716.859,4.112,-0.1,,1192.471
19158.736,4.104,-0.1,,,,,14717.854,4.112,-0.2,,1192.471
19159.733,4.104,0.2,,,,,14718.854,4.112,-0.1,,1192.471
19160.734,4.104,0.1,,,,,14719.851,4.112,-0.1,,1192.471
19161.732,4.104,0,,,,,14720.858,4.112,0.1,,1192.471
19162.728,4.104,0.2,,,,,14721.852,4.112,0.3,,1192.471
19163.738,4.104,0,,,,,14722.853,4.112,0,,1192.471
19164.736,4.104,-0.1,,,,,14723.859,4.112,0.1,,1192.471
19165.741,4.104,0.2,,,,,14724.856,4.112,0.2,,1192.471
19166.735,4.104,0.3,,,,,14725.858,4.112,0,,1192.471
19167.728,4.1,-0.1,,,,,14726.855,4.116,0,,1192.471
19168.737,4.108,0.1,,,,,14727.853,4.112,0,,1192.471
19169.729,4.104,-0.1,,,,,14728.852,4.112,0.3,,1192.472
19170.728,4.104,0,,,,,14729.853,4.112,0,,1192.472
19171.741,4.108,0.1,,,,,14730.85,4.112,0,,1192.472
19172.74,4.1,-0.1,,,,,14731.846,4.112,-0.1,,1192.472
19173.74,4.104,-0.1,,,,,14732.858,4.112,0,,1192.472
19174.741,4.104,0,,,,,14733.853,4.112,0.1,,1192.472
19175.742,4.104,0,,,,,14734.845,4.112,0.1,,1192.472
19176.736,4.104,-0.1,,,,,14735.854,4.112,0,,1192.472
19177.734,4.104,0.1,,,,,14736.852,4.112,-0.2,,1192.472
19178.728,4.104,0,,,,,14737.849,4.112,-0.2,,1192.472
19179.741,4.104,0.1,,,,,14738.848,4.112,0,,1192.472
19180.738,4.108,-0.2,,,,,14739.858,4.112,-0.2,,1192.472
19181.736,4.104,-0.2,,,,,14740.854,4.108,-0.1,,1192.472
19182.731,4.104,-0.1,,,,,14741.852,4.112,0,,1192.472
19183.731,4.104,0,,,,,14742.849,4.112,-0.2,,1192.472
19184.737,4.104,0,,,,,14743.845,4.112,0.4,,1192.472
19185.734,4.104,0,,,,,14744.857,4.116,-0.1,,1192.472
19186.73,4.104,0,,,,,14745.856,4.112,0,,1192.472
19187.727,4.108,0,,,,,14746.856,4.116,0.1,,1192.472
19188.74,4.1,0.2,,,,,14747.853,4.112,0,,1192.472
19189.736,4.104,0.2,,,,,14748.853,4.112,-0.2,,1192.472
19190.735,4.104,-0.1,,,,,14749.854,4.112,0,,1192.472
19191.729,4.104,0.1,,,,,14750.851,4.112,0.2,,1192.472
19192.728,4.104,-0.2,,,,,14751.849,4.112,0.1,,1192.472
19193.741,4.104,-0.2,,,,,14752.85,4.112,0,,1192.472
19194.737,4.104,-0.1,,,,,14753.845,4.112,-0.1,,1192.472
19195.735,4.104,0.1,,,,,14754.855,4.112,0,,1192.472
19196.732,4.104,0,,,,,14755.851,4.112,-0.2,,1192.472
19197.74,4.104,0.1,,,,,14756.85,4.112,-0.1,,1192.472
19198.738,4.104,-0.1,,,,,14757.849,4.112,0,,1192.472
19199.732,4.104,0.2,,,,,14758.848,4.112,0,,1192.472
19200.732,4.104,-0.1,,,,,14759.848,4.112,-0.1,,1192.472
19201.738,4.104,0.2,,,,,14760.846,4.112,-0.1,,1192.472
19202.735,4.104,0.1,,,,,14761.852,4.112,0,,1192.472
19203.733,4.104,0.1,,,,,14762.847,4.112,0,,1192.472
19204.729,4.104,0,,,,,14763.858,4.112,-0.1,,1192.472
19205.741,4.104,-0.2,,,,,14764.858,4.112,0.3,,1192.472
19206.739,4.104,0.1,,,,,14765.856,4.112,0,,1192.472
19207.736,4.104,0.1,,,,,14766.854,4.112,-0.2,,1192.472
19208.734,4.104,-0.2,,,,,14767.85,4.112,0.1,,1192.472
19209.728,4.104,0,,,,,14768.848,4.112,0.1,,1192.472
19210.741,4.1,0.1,,,,,14769.85,4.112,0,,1192.472
19211.726,4.104,0.2,,,,,14770.852,4.112,0,,1192.472
19212.742,4.104,0.1,,,,,14771.854,4.112,-0.1,,1192.472
19213.739,4.108,-0.1,,,,,14772.853,4.112,0.1,,1192.472
19214.734,4.104,0.1,,,,,14773.852,4.112,-0.3,,1192.472
19215.733,4.104,-0.3,,,,,14774.848,4.112,-0.1,,1192.472
19216.736,4.104,0,,,,,14775.846,4.112,0.1,,1192.472
19217.731,4.1,0.1,,,,,14776.857,4.112,0.1,,1192.472
19218.729,4.1,0.1,,,,,14777.856,4.112,0.2,,1192.472
19219.74,4.104,-0.2,,,,,14778.852,4.112,-0.1,,1192.472
19220.739,4.104,0.1,,,,,14779.856,4.112,0.2,,1192.472
19221.737,4.104,0,,,,,14780.857,4.112,0,,1192.472
19222.733,4.104,0.1,,,,,14781.854,4.112,-0.1,,1192.472
19223.728,4.108,0,,,,,14782.853,4.112,0.2,,1192.472
19224.728,4.104,-0.1,,,,,14783.849,4.112,-0.1,,1192.472
19225.726,4.104,0,,,,,14784.846,4.112,-0.3,,1192.472
19226.731,4.104,0,,,,,14785.844,4.112,-0.1,,1192.472
19227.729,4.104,0.1,,,,,14786.857,4.112,0.2,,1192.472
19228.73,4.104,0,,,,,14787.858,4.112,0,,1192.472
19229.727,4.108,0.1,,,,,14788.853,4.112,0.1,,1192.472
19230.74,4.104,-0.1,,,,,14789.851,4.112,0,,1192.472
19231.733,4.104,0,,,,,14790.851,4.112,0.1,,1192.472
19232.732,4.104,0,,,,,14791.85,4.112,0,,1192.472
19233.73,4.104,0,,,,,14792.85,4.112,0.2,,1192.472
19234.728,4.104,0,,,,,14793.844,4.112,0.2,,1192.472
19235.727,4.108,0,,,,,14794.856,4.112,0,,1192.472
19236.741,4.104,-0.1,,,,,14795.854,4.116,0,,1192.472
19237.727,4.104,-0.2,,,,,14796.85,4.112,0,,1192.472
19238.73,4.1,0.1,,,,,14797.85,4.112,-0.1,,1192.472
19239.74,4.104,0,,,,,14798.851,4.112,0,,1192.472
19240.735,4.108,0.2,,,,,14799.85,4.112,0.3,,1192.472
19241.731,4.104,-0.2,,,,,14800.847,4.112,-0.1,,1192.472
19242.729,4.104,0,,,,,14801.843,4.112,0.1,,1192.472
19243.741,4.104,0.1,,,,,14802.856,4.112,0,,1192.472
19244.738,4.104,-0.4,,,,,14803.854,4.112,0.1,,1192.472
19245.737,4.1,-0.1,,,,,14804.849,4.112,0.1,,1192.472
19246.732,4.104,0,,,,,14805.846,4.112,0.1,,1192.472
19247.729,4.104,0,,,,,14806.842,4.112,-0.1,,1192.472
19248.727,4.104,0.1,,,,,14807.853,4.112,-0.2,,1192.472
19249.726,4.104,0,,,,,14808.85,4.116,0.1,,1192.472
19250.741,4.104,-0.1,,,,,14809.845,4.112,0,,1192.472
19251.74,4.108,0,,,,,14810.844,4.108,0,,1192.472
19252.74,4.104,0,,,,,14811.854,4.112,0.1,,1192.472
19253.735,4.104,-0.1,,,,,14812.854,4.112,0.1,,1192.472
19254.727,4.104,-0.2,,,,,14813.849,4.112,0.1,,1192.472
19255.74,4.104,0.2,,,,,14814.846,4.112,-0.1,,1192.472
19256.739,4.104,-0.1,,,,,14815.843,4.112,0.1,,1192.472
19257.737,4.104,0,,,,,14816.854,4.112,0,,1192.472
19258.735,4.104,-0.1,,,,,14817.856,4.112,0,,1192.472
19259.733,4.1,0.3,,,,,14818.848,4.112,0.1,,1192.472
19260.73,4.108,-0.2,,,,,14819.847,4.112,-0.1,,1192.472
19261.727,4.104,0,,,,,14820.844,4.112,-0.1,,1192.472
19262.725,4.104,0.1,,,,,14821.856,4.112,-0.1,,1192.472
19263.741,4.104,-0.1,,,,,14822.856,4.112,-0.1,,1192.472
19264.727,4.104,-0.1,,,,,14823.852,4.112,-0.1,,1192.472
19265.736,4.108,0,,,,,14824.853,4.112,-0.1,,1192.472
19266.731,4.104,-0.2,,,,,14825.854,4.112,0,,1192.472
19267.731,4.104,0,,,,,14826.853,4.108,-0.1,,1192.472
19268.728,4.104,0.1,,,,,14827.85,4.112,0.1,,1192.472
19269.74,4.104,-0.2,,,,,14828.846,4.108,0,,1192.472
19270.74,4.104,-0.1,,,,,14829.854,4.112,0,,1192.472
19271.725,4.104,0.1,,,,,14830.851,4.108,0,,1192.472
19272.736,4.104,0,,,,,14831.847,4.112,-0.3,,1192.472
19273.737,4.104,-0.1,,,,,14832.847,4.112,0,,1192.472
19274.731,4.104,0.2,,,,,14833.854,4.112,0,,1192.472
19275.732,4.1,0.1,,,,,14834.849,4.112,-0.1,,1192.472
19276.73,4.104,-0.1,,,,,14835.843,4.112,-0.1,,1192.472
19277.731,4.108,-0.1,,,,,14836.847,4.112,0.1,,1192.472
19278.732,4.104,-0.1,,,,,14837.843,4.112,0.1,,1192.472
19279.728,4.104,0,,,,,14838.853,4.112,0,,1192.472
19280.728,4.104,0.3,,,,,14839.849,4.116,0.1,,1192.472
19281.726,4.104,0.1,,,,,14840.843,4.112,0,,1192.472
19282.737,4.108,0.1,,,,,14841.841,4.112,0,,1192.472
19283.736,4.1,-0.3,,,,,14842.852,4.112,0.2,,1192.472
19284.729,4.108,0.1,,,,,14843.851,4.112,0.1,,1192.472
19285.737,4.104,-0.1,,,,,14844.852,4.112,0,,1192.472
19286.733,4.104,-0.2,,,,,14845.849,4.108,-0.2,,1192.472
19287.73,4.104,0,,,,,14846.846,4.112,-0.2,,1192.472
19288.728,4.104,-0.1,,,,,14847.845,4.112,-0.2,,1192.472
19289.726,4.104,0.1,,,,,14848.846,4.112,0.1,,1192.472
19290.737,4.104,-0.2,,,,,14849.856,4.112,0,,1192.472
19291.733,4.104,0.2,,,,,14850.853,4.112,-0.1,,1192.472
19292.738,4.104,0,,,,,14851.85,4.112,-0.1,,1192.472
19293.733,4.108,0.1,,,,,14852.849,4.108,0,,1192.472
19294.729,4.104,0,,,,,14853.847,4.112,0.2,,1192.472
19295.729,4.108,0.1,,,,,14854.844,4.112,0.2,,1192.472
19296.729,4.104,0,,,,,14855.854,4.112,-0.1,,1192.472
19297.725,4.104,-0.2,,,,,14856.854,4.112,0.1,,1192.472
19298.725,4.1,-0.1,,,,,14857.854,4.108,0.1,,1192.472
19299.738,4.104,0,,,,,14858.853,4.112,0,,1192.472
19300.725,4.104,-0.1,,,,,14859.85,4.112,0.1,,1192.472
19301.725,4.1,-0.2,,,,,14860.843,4.112,0,,1192.472
19302.738,4.104,-0.1,,,,,14861.843,4.116,0.1,,1192.472
19303.736,4.104,0.1,,,,,14862.853,4.112,-0.2,,1192.472
19304.732,4.104,0,,,,,14863.849,4.112,0,,1192.472
19305.729,4.108,0.1,,,,,14864.844,4.108,0,,1192.472
19306.726,4.104,0.1,,,,,14865.854,4.112,0.1,,1192.472
19307.724,4.104,0.1,,,,,14866.855,4.112,0.1,,1192.472
19308.736,4.104,-0.2,,,,,14867.852,4.108,0,,1192.472
19309.735,4.104,0,,,,,14868.852,4.108,0,,1192.472
19310.734,4.104,0.2,,,,,14869.851,4.112,0,,1192.472
19311.731,4.104,0,,,,,14870.845,4.112,0,,1192.472
19312.729,4.104,-0.1,,,,,14871.854,4.112,-0.1,,1192.472
19313.725,4.104,-0.1,,,,,14872.853,4.112,0.1,,1192.472
19314.726,4.104,0.1,,,,,14873.85,4.112,0,,1192.472
19315.738,4.104,-0.1,,,,,14874.847,4.108,0,,1192.472
19316.727,4.1,-0.1,,,,,14875.846,4.112,0.1,,1192.472
19317.724,4.104,-0.1,,,,,14876.841,4.112,0.1,,1192.472
19318.735,4.104,0.1,,,,,14877.852,4.112,0.2,,1192.472
19319.727,4.108,0,,,,,14878.854,4.112,0,,1192.472
19320.727,4.104,-0.1,,,,,14879.849,4.112,0.2,,1192.472
19321.726,4.104,0,,,,,14880.847,4.112,0,,1192.472
19322.736,4.104,0.1,,,,,14881.854,4.112,0,,1192.472
19323.731,4.108,-0.1,,,,,14882.848,4.112,-0.1,,1192.472
19324.729,4.104,0,,,,,14883.848,4.112,0.1,,1192.472
19325.73,4.104,0.1,,,,,14884.848,4.112,-0.1,,1192.472
19326.727,4.104,0.1,,,,,14885.843,4.112,0.1,,1192.472
19327.728,4.1,0.1,,,,,14886.854,4.112,0.1,,1192.472
19328.727,4.104,-0.1,,,,,14887.852,4.112,0,,1192.472
19329.727,4.104,0.1,,,,,14888.853,4.112,-0.1,,1192.472
19330.725,4.1,0,,,,,14889.852,4.112,-0.2,,1192.472
19331.736,4.104,0.1,,,,,14890.849,4.112,-0.1,,1192.472
19332.728,4.104,-0.1,,,,,14891.845,4.112,0,,1192.472
19333.736,4.1,0,,,,,14892.844,4.108,0,,1192.472
19334.738,4.104,0,,,,,14893.842,4.112,0.1,,1192.472
19335.737,4.1,0.2,,,,,14894.853,4.108,-0.2,,1192.472
19336.735,4.104,-0.1,,,,,14895.842,4.112,-0.3,,1192.471
19337.733,4.104,-0.1,,,,,14896.841,4.112,-0.1,,1192.471
19338.728,4.104,0,,,,,14897.854,4.112,0.1,,1192.471
19339.728,4.104,0.1,,,,,14898.854,4.112,0,,1192.471
19340.725,4.104,0.1,,,,,14899.851,4.112,0,,1192.471
19341.735,4.104,0,,,,,14900.847,4.112,0,,1192.471
19342.733,4.104,0,,,,,14901.849,4.108,0,,1192.471
19343.728,4.108,-0.2,,,,,14902.841,4.112,0.2,,1192.471
19344.726,4.104,-0.1,,,,,14903.84,4.112,0,,1192.471
19345.725,4.104,0.1,,,,,14904.841,4.112,0,,1192.471
19346.733,4.104,0,,,,,14905.855,4.108,0,,1192.471
19347.73,4.104,0.3,,,,,14906.853,4.112,0.1,,1192.471
19348.727,4.104,0.2,,,,,14907.85,4.112,-0.1,,1192.471
19349.736,4.104,0,,,,,14908.85,4.112,0.2,,1192.471
19350.733,4.1,0.1,,,,,14909.845,4.112,0,,1192.471
19351.727,4.104,0.1,,,,,14910.853,4.108,-0.1,,1192.471
19352.725,4.104,0,,,,,14911.85,4.112,-0.1,,1192.471
19353.733,4.104,-0.2,,,,,14912.852,4.112,0.1,,1192.471
19354.731,4.1,-0.1,,,,,14913.851,4.112,0,,1192.471
19355.731,4.104,0,,,,,14914.85,4.112,0.1,,1192.471
19356.731,4.108,-0.1,,,,,14915.841,4.112,-0.1,,1192.471
19357.728,4.1,0.1,,,,,14916.844,4.108,0.1,,1192.471
19358.727,4.104,-0.1,,,,,14917.842,4.108,0.1,,1192.471
19359.724,4.104,-0.2,,,,,14918.854,4.112,0.3,,1192.472
19360.723,4.108,0.1,,,,,14919.85,4.112,0,,1192.472
19361.736,4.108,0.2,,,,,14920.849,4.112,0,,1192.472
19362.731,4.104,-0.1,,,,,14921.847,4.112,0.1,,1192.472
19363.727,4.104,0.3,,,,,14922.842,4.112,-0.1,,1192.472
19364.723,4.104,0.2,,,,,14923.84,4.112,0,,1192.472
19365.727,4.108,-0.1,,,,,14924.852,4.112,-0.1,,1192.472
19366.726,4.104,0,,,,,14925.848,4.112,0,,1192.472
19367.725,4.108,-0.1,,,,,14926.845,4.116,-0.1,,1192.472
19368.725,4.1,0,,,,,14927.842,4.112,-0.2,,1192.472
19369.722,4.104,0.2,,,,,14928.853,4.112,0.2,,1192.472
19370.734,4.104,-0.1,,,,,14929.853,4.112,-0.2,,1192.472
19371.727,4.104,0.2,,,,,14930.849,4.112,-0.1,,1192.472
19372.726,4.108,0.1,,,,,14931.849,4.112,-0.2,,1192.472
19373.725,4.104,0,,,,,14932.847,4.108,0,,1192.472
19374.727,4.104,0,,,,,14933.846,4.112,-0.2,,1192.472
19375.723,4.104,0,,,,,14934.847,4.108,-0.1,,1192.472
19376.734,4.108,-0.2,,,,,14935.842,4.112,-0.1,,1192.472
19377.731,4.108,-0.1,,,,,14936.852,4.112,0.1,,1192.472
19378.729,4.104,-0.1,,,,,14937.848,4.112,-0.1,,1192.472
19379.727,4.104,-0.1,,,,,14938.843,4.108,0.1,,1192.472
19380.723,4.104,0.1,,,,,14939.84,4.112,0.2,,1192.472
19381.735,4.1,0.1,,,,,14940.851,4.112,-0.2,,1192.472
19382.732,4.104,0.3,,,,,14941.853,4.112,-0.2,,1192.472
19383.726,4.104,0,,,,,14942.851,4.112,0.1,,1192.472
19384.723,4.104,-0.1,,,,,14943.85,4.112,0,,1192.472
19385.726,4.104,0.1,,,,,14944.846,4.108,0,,1192.472
19386.735,4.104,0.3,,,,,14945.845,4.112,-0.1,,1192.472
19387.733,4.104,-0.1,,,,,14946.841,4.108,-0.1,,1192.472
19388.726,4.104,-0.2,,,,,14947.843,4.112,0.1,,1192.472
19389.727,4.104,0.1,,,,,14948.854,4.112,0.1,,1192.472
19390.724,4.104,0.1,,,,,14949.853,4.112,0.1,,1192.472
19391.725,4.104,0,,,,,14950.85,4.112,0,,1192.472
19392.723,4.104,0,,,,,14951.845,4.112,-0.2,,1192.472
19393.735,4.104,0,,,,,14952.844,4.112,-0.1,,1192.472
19394.724,4.104,0,,,,,14953.843,4.116,0.2,,1192.472
19395.725,4.1,0,,,,,14954.854,4.112,0,,1192.472
19396.725,4.1,0.1,,,,,14955.839,4.108,0.1,,1192.472
19397.726,4.104,0.2,,,,,14956.85,4.112,0.1,,1192.472
19398.737,4.104,-0.1,,,,,14957.853,4.112,0.1,,1192.472
19399.735,4.104,0.3,,,,,14958.852,4.112,-0.1,,1192.472
19400.735,4.104,-0.1,,,,,14959.845,4.112,-0.1,,1192.472
19401.733,4.104,0.1,,,,,14960.842,4.112,0.1,,1192.472
19402.726,4.104,0,,,,,14961.842,4.112,0,,1192.472
19403.727,4.104,0,,,,,14962.838,4.112,0.1,,1192.472
19404.725,4.104,0.1,,,,,14963.853,4.112,-0.1,,1192.472
19405.735,4.104,-0.1,,,,,14964.854,4.112,0,,1192.472
19406.733,4.104,-0.1,,,,,14965.852,4.112,0.2,,1192.472
19407.727,4.104,-0.1,,,,,14966.847,4.112,0.1,,1192.472
19408.725,4.108,0.2,,,,,14967.84,4.112,0.1,,1192.472
19409.722,4.104,0.2,,,,,14968.852,4.108,0.2,,1192.472
19410.733,4.104,-0.2,,,,,14969.85,4.112,0.1,,1192.472
19411.725,4.104,0,,,,,14970.843,4.108,0,,1192.472
19412.729,4.104,0,,,,,14971.842,4.112,0,,1192.472
19413.726,4.104,-0.1,,,,,14972.841,4.112,0,,1192.472
19414.734,4.108,0,,,,,14973.838,4.112,0.1,,1192.472
19415.73,4.104,0,,,,,14974.843,4.112,0,,1192.472
19416.73,4.104,-0.1,,,,,14975.852,4.112,0,,1192.472
19417.731,4.104,0,,,,,14976.847,4.112,0,,1192.472
19418.731,4.104,0.2,,,,,14977.848,4.108,-0.1,,1192.472
19419.734,4.108,-0.2,,,,,14978.847,4.112,-0.1,,1192.472
19420.732,4.104,0.1,,,,,14979.842,4.112,0,,1192.472
19421.73,4.104,0.1,,,,,14980.846,4.112,-0.2,,1192.472
19422.728,4.104,0.2,,,,,14981.841,4.112,0,,1192.472
19423.726,4.104,0.1,,,,,14982.853,4.112,0.1,,1192.472
19424.725,4.104,0.1,,,,,14983.853,4.108,-0.1,,1192.472
19425.725,4.104,0.2,,,,,14984.852,4.112,0.2,,1192.472
19426.736,4.104,0,,,,,14985.85,4.112,-0.1,,1192.472
19427.724,4.104,-0.1,,,,,14986.849,4.112,0,,1192.472
19428.728,4.1,0,,,,,14987.848,4.112,0,,1192.472
19429.728,4.104,-0.1,,,,,14988.846,4.112,0.1,,1192.472
19430.725,4.104,0.1,,,,,14989.84,4.112,0,,1192.472
19431.728,4.104,-0.2,,,,,14990.851,4.112,-0.2,,1192.472
19432.724,4.104,0,,,,,14991.848,4.112,0.2,,1192.472
19433.735,4.1,-0.3,,,,,14992.849,4.112,0,,1192.472
19434.723,4.104,0,,,,,14993.85,4.108,-0.2,,1192.472
19435.724,4.104,-0.1,,,,,14994.848,4.108,-0.1,,1192.472
19436.733,4.108,-0.1,,,,,14995.844,4.112,-0.1,,1192.472
19437.733,4.1,0.1,,,,,14996.844,4.112,0.1,,1192.472
19438.728,4.104,0.1,,,,,14997.844,4.112,0,,1192.472
19439.727,4.104,0,,,,,14998.84,4.112,0,,1192.472
