time_s,voltage_V,current_A,soc_thuc,,,Total (mAh)
14610.28,3.82,-306.2,0.320678333,,,-815.186
14611.286,3.824,-306.2,0.3206075,,,-815.271
14612.292,3.824,-306.1,0.320536667,,,-815.356
14613.285,3.824,-306.3,0.320465833,,,-815.441
14614.287,3.828,-306.2,0.320395,,,-815.526
14615.278,3.824,-306,0.320324167,,,-815.611
14616.287,3.824,-306.2,0.320253333,,,-815.696
14617.277,3.828,-306.2,0.3201825,,,-815.781
14618.285,3.828,-306.4,0.320111667,,,-815.866
14619.288,3.824,-306.3,0.32004,,,-815.952
14620.28,3.824,-306.3,0.319969167,,,-816.037
14621.285,3.824,-306.2,0.319898333,,,-816.122
14622.278,3.824,-306.1,0.3198275,,,-816.207
14623.287,3.824,-306,0.319756667,,,-816.292
14624.29,3.824,-306.3,0.319685833,,,-816.377
14625.284,3.824,-306,0.319615,,,-816.462
14626.29,3.824,-306.1,0.319544167,,,-816.547
14627.282,3.828,-306.3,0.319473333,,,-816.632
14628.29,3.824,-306.3,0.3194025,,,-816.717
14629.293,3.824,-306.3,0.319331667,,,-816.802
14630.286,3.828,-306.4,0.319260833,,,-816.887
14631.279,3.824,-306.4,0.31919,,,-816.972
14632.288,3.824,-306.3,0.319119167,,,-817.057
14633.279,3.82,-306.3,0.319048333,,,-817.142
14634.279,3.824,-306.2,0.318976667,,,-817.228
14635.291,3.824,-306.2,0.318905833,,,-817.313
14636.291,3.824,-306.5,0.318835,,,-817.398
14637.288,3.824,-306.1,0.318764167,,,-817.483
14638.292,3.82,-306.4,0.318693333,,,-817.568
14639.281,3.824,-306.3,0.3186225,,,-817.653
14640.283,3.824,-306.3,0.318551667,,,-817.738
14641.277,3.82,-306.2,0.318480833,,,-817.823
14642.278,3.824,-306.4,0.31841,,,-817.908
14643.285,3.824,-306.2,0.318339167,,,-817.993
14644.277,3.82,-306.3,0.318268333,,,-818.078
14645.279,3.824,-306.2,0.3181975,,,-818.163
14646.289,3.828,-306.4,0.318125833,,,-818.249
14647.28,3.824,-306.4,0.318055,,,-818.334
14648.288,3.824,-306.2,0.317984167,,,-818.419
14649.281,3.824,-306.1,0.317913333,,,-818.504
14650.289,3.824,-306.3,0.3178425,,,-818.589
14651.29,3.824,-306.4,0.317771667,,,-818.674
14652.291,3.824,-306.2,0.317700833,,,-818.759
14653.281,3.824,-306.3,0.31763,,,-818.844
14654.288,3.824,-306.3,0.317559167,,,-818.929
14655.288,3.824,-306.5,0.317488333,,,-819.014
14656.279,3.824,-306.3,0.3174175,,,-819.099
14657.283,3.824,-306.4,0.317346667,,,-819.184
14658.288,3.824,-306.3,0.317275,,,-819.27
14659.281,3.82,-306.4,0.317204167,,,-819.355
14660.282,3.824,-306.3,0.317133333,,,-819.44
14661.276,3.82,-306.2,0.3170625,,,-819.525
14662.282,3.824,-306.5,0.316991667,,,-819.61
14663.289,3.824,-306.1,0.316920833,,,-819.695
14664.277,3.824,-306.4,0.31685,,,-819.78
14665.277,3.82,-306.4,0.316779167,,,-819.865
14666.283,3.824,-306.1,0.316708333,,,-819.95
14667.291,3.824,-306.5,0.3166375,,,-820.035
14668.282,3.82,-306.3,0.316566667,,,-820.12
14669.29,3.824,-306.1,0.316495833,,,-820.205
14670.278,3.824,-306.5,0.316424167,,,-820.291
14671.282,3.82,-306.2,0.316353333,,,-820.376
14672.291,3.824,-306.2,0.3162825,,,-820.461
14673.281,3.824,-306.1,0.316211667,,,-820.546
14674.29,3.824,-306.3,0.316140833,,,-820.631
14675.276,3.82,-306.3,0.31607,,,-820.716
14676.283,3.824,-306.2,0.315999167,,,-820.801
14677.29,3.82,-306.2,0.315928333,,,-820.886
14678.28,3.824,-306.3,0.3158575,,,-820.971
14679.288,3.824,-306.3,0.315786667,,,-821.056
14680.289,3.824,-306.3,0.315715833,,,-821.141
14681.282,3.82,-306.3,0.315645,,,-821.226
14682.285,3.824,-306.5,0.315573333,,,-821.312
14683.28,3.824,-306.2,0.3155025,,,-821.397
14684.289,3.824,-306.1,0.315431667,,,-821.482
14685.276,3.824,-306.5,0.315360833,,,-821.567
14686.283,3.824,-306,0.31529,,,-821.652
14687.288,3.824,-306.2,0.315219167,,,-821.737
14688.281,3.824,-306.2,0.315148333,,,-821.822
14689.288,3.824,-306.2,0.3150775,,,-821.907
14690.29,3.824,-306,0.315006667,,,-821.992
14691.281,3.824,-306.2,0.314935833,,,-822.077
14692.29,3.824,-306.2,0.314865,,,-822.162
14693.286,3.82,-306.2,0.314794167,,,-822.247
14694.279,3.824,-306.1,0.314723333,,,-822.332
14695.284,3.824,-306.3,0.3146525,,,-822.417
14696.286,3.82,-306.1,0.314581667,,,-822.502
14697.28,3.82,-306.1,0.314510833,,,-822.587
14698.288,3.824,-306.2,0.314439167,,,-822.673
14699.278,3.824,-306,0.314368333,,,-822.758
14700.285,3.824,-305.9,0.3142975,,,-822.843
14701.288,3.82,-306.2,0.314226667,,,-822.928
14702.29,3.824,-305.8,0.314155833,,,-823.013
14703.277,3.824,-305.8,0.314085,,,-823.098
14704.278,3.824,-306.1,0.314014167,,,-823.183
14705.277,3.824,-305.9,0.313943333,,,-823.268
14706.287,3.824,-305.9,0.313873333,,,-823.352
14707.279,3.824,-305.9,0.3138025,,,-823.437
14708.287,3.824,-305.8,0.313731667,,,-823.522
14709.277,3.824,-305.5,0.313660833,,,-823.607
14710.278,3.824,-305.9,0.31359,,,-823.692
14711.285,3.824,-305.6,0.313519167,,,-823.777
14712.277,3.824,-305.5,0.313448333,,,-823.862
14713.286,3.824,-304.5,0.3133775,,,-823.947
14714.276,3.824,-304.7,0.3133075,,,-824.031
14715.278,3.82,-304.6,0.313236667,,,-824.116
14716.282,3.82,-304.4,0.313166667,,,-824.2
14717.291,3.824,-304.6,0.313095833,,,-824.285
14718.278,3.824,-304.7,0.313025,,,-824.37
14719.284,3.82,-304.6,0.312955,,,-824.454
14720.285,3.82,-304.5,0.312884167,,,-824.539
14721.277,3.824,-304.7,0.312814167,,,-824.623
14722.285,3.824,-304.6,0.312743333,,,-824.708
14723.288,3.82,-304.8,0.3126725,,,-824.793
14724.281,3.824,-304.8,0.3126025,,,-824.877
14725.282,3.824,-304.8,0.312531667,,,-824.962
14726.275,3.824,-304.7,0.312460833,,,-825.047
14727.279,3.82,-304.8,0.312390833,,,-825.131
14728.285,3.824,-304.7,0.31232,,,-825.216
14729.289,3.82,-304.9,0.312249167,,,-825.301
14730.277,3.824,-304.9,0.312179167,,,-825.385
14731.284,3.824,-304.8,0.312108333,,,-825.47
14732.275,3.824,-304.9,0.3120375,,,-825.555
14733.288,3.82,-304.6,0.3119675,,,-825.639
14734.279,3.82,-304.8,0.311896667,,,-825.724
14735.282,3.824,-304.4,0.311825833,,,-825.809
14736.286,3.82,-304.2,0.311755833,,,-825.893
14737.28,3.82,-304.4,0.311685,,,-825.978
14738.287,3.824,-304.6,0.311615,,,-826.062
14739.28,3.824,-304.4,0.311544167,,,-826.147
14740.282,3.824,-304.6,0.311474167,,,-826.231
14741.286,3.824,-304.6,0.311403333,,,-826.316
14742.277,3.82,-304.3,0.311333333,,,-826.4
14743.283,3.82,-304.3,0.3112625,,,-826.485
14744.277,3.82,-304.6,0.311191667,,,-826.57
14745.276,3.82,-304.2,0.311121667,,,-826.654
14746.283,3.82,-304.4,0.311050833,,,-826.739
14747.276,3.82,-304.4,0.310980833,,,-826.823
14748.282,3.82,-304.1,0.31091,,,-826.908
14749.289,3.82,-304.2,0.31084,,,-826.992
14750.274,3.82,-304.1,0.31077,,,-827.076
14751.283,3.82,-304.5,0.310699167,,,-827.161
14752.275,3.824,-304.4,0.310628333,,,-827.246
14753.284,3.824,-304.7,0.310558333,,,-827.33
14754.288,3.82,-304.4,0.3104875,,,-827.415
14755.277,3.824,-304.7,0.3104175,,,-827.499
14756.284,3.82,-304.7,0.310346667,,,-827.584
14757.275,3.824,-304.7,0.310275833,,,-827.669
14758.279,3.824,-304.7,0.310205833,,,-827.753
14759.279,3.82,-304.3,0.310135,,,-827.838
14760.275,3.82,-304.6,0.310064167,,,-827.923
14761.278,3.82,-304.6,0.309994167,,,-828.007
14762.279,3.82,-304.7,0.309923333,,,-828.092
14763.278,3.82,-304.8,0.309853333,,,-828.176
14764.275,3.824,-304.6,0.3097825,,,-828.261
14765.283,3.824,-304.6,0.309711667,,,-828.346
14766.279,3.82,-304.9,0.309641667,,,-828.43
14767.276,3.82,-304.6,0.309570833,,,-828.515
14768.273,3.82,-305,0.3095,,,-828.6
14769.284,3.824,-305,0.30943,,,-828.684
14770.278,3.82,-304.9,0.309359167,,,-828.769
14771.274,3.82,-304.8,0.309288333,,,-828.854
14772.275,3.82,-304.9,0.309218333,,,-828.938
14773.276,3.82,-304.8,0.3091475,,,-829.023
14774.276,3.82,-304.8,0.309076667,,,-829.108
14775.288,3.82,-304.7,0.309006667,,,-829.192
14776.286,3.82,-305.1,0.308935833,,,-829.277
14777.287,3.82,-305,0.308865,,,-829.362
14778.287,3.82,-304.8,0.308794167,,,-829.447
14779.289,3.824,-304.8,0.308724167,,,-829.531
14780.288,3.82,-305,0.308653333,,,-829.616
14781.281,3.82,-305,0.3085825,,,-829.701
14782.287,3.82,-305,0.3085125,,,-829.785
14783.279,3.82,-304.7,0.308441667,,,-829.87
14784.277,3.82,-305.1,0.308370833,,,-829.955
14785.279,3.82,-305.1,0.3083,,,-830.04
14786.287,3.824,-305.2,0.30823,,,-830.124
14787.279,3.82,-305,0.308159167,,,-830.209
14788.286,3.82,-305.1,0.308088333,,,-830.294
14789.277,3.82,-304.8,0.3080175,,,-830.379
14790.278,3.82,-305.3,0.3079475,,,-830.463
14791.284,3.82,-304.9,0.307876667,,,-830.548
14792.275,3.82,-304.9,0.307805833,,,-830.633
14793.278,3.82,-305.1,0.307735,,,-830.718
14794.286,3.82,-305.2,0.307665,,,-830.802
14795.272,3.82,-305.2,0.307594167,,,-830.887
14796.28,3.82,-305.1,0.307523333,,,-830.972
14797.273,3.82,-304.8,0.3074525,,,-831.057
14798.279,3.82,-304.8,0.3073825,,,-831.141
14799.287,3.82,-305.1,0.307311667,,,-831.226
14800.28,3.824,-305,0.307240833,,,-831.311
14801.273,3.82,-305,0.307170833,,,-831.395
14802.277,3.82,-305.1,0.3071,,,-831.48
14803.285,3.82,-305,0.307029167,,,-831.565
14804.277,3.82,-304.9,0.306958333,,,-831.65
14805.279,3.82,-304.9,0.306888333,,,-831.734
14806.283,3.82,-305.1,0.3068175,,,-831.819
14807.274,3.82,-305,0.306746667,,,-831.904
14808.281,3.82,-305.1,0.306675833,,,-831.989
14809.286,3.82,-305.1,0.306605833,,,-832.073
14810.273,3.816,-305.1,0.306535,,,-832.158
14811.278,3.82,-305,0.306464167,,,-832.243
14812.274,3.82,-305,0.306393333,,,-832.328
14813.282,3.82,-304.9,0.306323333,,,-832.412
14814.273,3.82,-305,0.3062525,,,-832.497
14815.277,3.824,-304.7,0.306181667,,,-832.582
14816.281,3.82,-305,0.306111667,,,-832.666
14817.273,3.82,-305,0.306040833,,,-832.751
14818.275,3.82,-305,0.30597,,,-832.836
14819.284,3.82,-304.9,0.305899167,,,-832.921
14820.286,3.82,-304.9,0.305829167,,,-833.005
14821.278,3.82,-305.2,0.305758333,,,-833.09
14822.285,3.82,-305,0.3056875,,,-833.175
14823.276,3.824,-304.9,0.3056175,,,-833.259
14824.284,3.82,-305.1,0.305546667,,,-833.344
14825.282,3.82,-305,0.305475833,,,-833.429
14826.274,3.82,-305,0.305405,,,-833.514
14827.283,3.82,-305.1,0.305335,,,-833.598
14828.275,3.82,-304.9,0.305264167,,,-833.683
14829.279,3.82,-305.3,0.305193333,,,-833.768
14830.283,3.82,-304.9,0.3051225,,,-833.853
14831.283,3.82,-305,0.3050525,,,-833.937
14832.286,3.816,-305.2,0.304981667,,,-834.022
14833.275,3.82,-304.9,0.304910833,,,-834.107
14834.276,3.82,-305.2,0.30484,,,-834.192
14835.275,3.82,-304.8,0.30477,,,-834.276
14836.281,3.82,-304.8,0.304699167,,,-834.361
14837.275,3.82,-305.1,0.304628333,,,-834.446
14838.278,3.82,-304.9,0.304558333,,,-834.53
14839.287,3.82,-305,0.3044875,,,-834.615
14840.273,3.816,-305,0.304416667,,,-834.7
14841.279,3.82,-304.9,0.304345833,,,-834.785
14842.286,3.82,-305,0.304275833,,,-834.869
14843.275,3.82,-305,0.304205,,,-834.954
14844.282,3.82,-305.1,0.304134167,,,-835.039
14845.286,3.816,-305,0.304063333,,,-835.124
14846.279,3.82,-304.9,0.303993333,,,-835.208
14847.285,3.82,-304.8,0.3039225,,,-835.293
14848.278,3.82,-304.8,0.303851667,,,-835.378
14849.274,3.82,-305,0.303781667,,,-835.462
14850.275,3.82,-305.1,0.303710833,,,-835.547
14851.285,3.82,-305,0.30364,,,-835.632
14852.274,3.82,-304.8,0.30357,,,-835.716
14853.281,3.82,-304.8,0.303499167,,,-835.801
14854.285,3.82,-304.8,0.303428333,,,-835.886
14855.272,3.82,-304.7,0.303358333,,,-835.97
14856.277,3.82,-305.1,0.3032875,,,-836.055
14857.285,3.82,-304.9,0.303216667,,,-836.14
14858.279,3.816,-305,0.303145833,,,-836.225
14859.281,3.82,-304.7,0.303075833,,,-836.309
14860.272,3.82,-304.9,0.303005,,,-836.394
14861.279,3.82,-304.7,0.302934167,,,-836.479
14862.272,3.816,-304.7,0.302864167,,,-836.563
14863.278,3.816,-304.9,0.302793333,,,-836.648
14864.273,3.82,-305,0.3027225,,,-836.733
14865.273,3.816,-304.7,0.3026525,,,-836.817
14866.282,3.82,-304.8,0.302581667,,,-836.902
14867.274,3.816,-304.7,0.302510833,,,-836.987
14868.279,3.82,-304.6,0.302440833,,,-837.071
14869.274,3.82,-304.9,0.30237,,,-837.156
14870.277,3.82,-304.7,0.302299167,,,-837.241
14871.286,3.82,-304.7,0.302229167,,,-837.325
14872.275,3.82,-304.9,0.302158333,,,-837.41
14873.284,3.82,-304.8,0.3020875,,,-837.495
14874.275,3.82,-300.6,0.302018333,,,-837.578
14875.279,3.816,-301.1,0.301948333,,,-837.662
14876.271,3.82,-301.5,0.301878333,,,-837.746
14877.277,3.82,-301.3,0.301809167,,,-837.829
14878.285,3.816,-301.7,0.301739167,,,-837.913
14879.278,3.82,-301.7,0.301669167,,,-837.997
14880.282,3.82,-301.8,0.301599167,,,-838.081
14881.286,3.82,-301.9,0.301529167,,,-838.165
14882.277,3.82,-302.3,0.301459167,,,-838.249
14883.283,3.816,-302,0.30139,,,-838.332
14884.276,3.82,-302.3,0.30132,,,-838.416
14885.281,3.82,-302.3,0.30125,,,-838.5
14886.272,3.82,-302.8,0.30118,,,-838.584
14887.28,3.82,-302.4,0.30111,,,-838.668
14888.285,3.816,-302.4,0.30104,,,-838.752
14889.28,3.816,-302.6,0.30097,,,-838.836
14890.28,3.82,-302.7,0.300899167,,,-838.921
14891.272,3.816,-302.4,0.300829167,,,-839.005
14892.28,3.82,-302.6,0.300759167,,,-839.089
14893.27,3.82,-302.3,0.300689167,,,-839.173
14894.279,3.816,-302.1,0.300619167,,,-839.257
14895.28,3.816,-302.2,0.30055,,,-839.34
14896.272,3.816,-302,0.30048,,,-839.424
14897.271,3.816,-302.1,0.30041,,,-839.508
14898.272,3.816,-302.3,0.30034,,,-839.592
14899.272,3.82,-302.4,0.30027,,,-839.676
14900.283,3.816,-302.2,0.3002,,,-839.76
14901.284,3.82,-302.4,0.30013,,,-839.844
14902.275,3.82,-302.4,0.30006,,,-839.928
14903.28,3.816,-302.4,0.29999,,,-840.012
14904.284,3.82,-302.5,0.29992,,,-840.096
14905.272,3.816,-302.3,0.29985,,,-840.18
14906.278,3.82,-302.4,0.29978,,,-840.264
14907.271,3.82,-302.4,0.29971,,,-840.348
14908.279,3.82,-302.1,0.29964,,,-840.432
14909.272,3.816,-302,0.29957,,,-840.516
14910.272,3.816,-302.6,0.2995,,,-840.6
14911.282,3.82,-302.5,0.29943,,,-840.684
14912.275,3.816,-302.3,0.29936,,,-840.768
14913.282,3.82,-302.6,0.29929,,,-840.852
14914.272,3.816,-302.3,0.29922,,,-840.936
14915.289,3.82,-302.1,0.29915,,,-841.02
14916.282,3.82,-302.2,0.29908,,,-841.104
14917.275,3.816,-302.5,0.29901,,,-841.188
14918.282,3.82,-302.1,0.29894,,,-841.272
14919.273,3.816,-302.4,0.29887,,,-841.356
14920.281,3.816,-302.4,0.2988,,,-841.44
14921.285,3.816,-302.3,0.29873,,,-841.524
14922.278,3.816,-302.5,0.29866,,,-841.608
14923.27,3.82,-302.3,0.29859,,,-841.692
14924.278,3.816,-302.3,0.29852,,,-841.776
14925.271,3.82,-302.4,0.29845,,,-841.86
14926.273,3.816,-302.6,0.29838,,,-841.944
14927.281,3.816,-302.4,0.29831,,,-842.028
14928.27,3.816,-302.6,0.29824,,,-842.112
14929.276,3.816,-302.5,0.29817,,,-842.196
14930.27,3.816,-302.5,0.2981,,,-842.28
14931.284,3.82,-302.6,0.29803,,,-842.364
14932.275,3.816,-302.5,0.29796,,,-842.448
14933.28,3.816,-302.7,0.29789,,,-842.532
14934.271,3.816,-302.9,0.29782,,,-842.616
14935.28,3.816,-302.7,0.29775,,,-842.7
14936.283,3.816,-302.6,0.29768,,,-842.784
14937.273,3.816,-302.9,0.297609167,,,-842.869
14938.282,3.82,-302.7,0.297539167,,,-842.953
14939.274,3.816,-302.8,0.297469167,,,-843.037
14940.279,3.816,-302.8,0.297399167,,,-843.121
14941.283,3.82,-302.9,0.297329167,,,-843.205
14942.273,3.816,-303,0.297259167,,,-843.289
14943.28,3.816,-302.8,0.297189167,,,-843.373
14944.271,3.816,-303,0.297118333,,,-843.458
14945.281,3.816,-303,0.297048333,,,-843.542
14946.283,3.82,-303,0.296978333,,,-843.626
14947.278,3.82,-303.1,0.296908333,,,-843.71
14948.272,3.816,-302.9,0.296838333,,,-843.794
14949.278,3.816,-303,0.296768333,,,-843.878
14950.277,3.816,-302.9,0.2966975,,,-843.963
14951.274,3.816,-303.1,0.2966275,,,-844.047
14952.283,3.816,-303.2,0.2965575,,,-844.131
14953.272,3.816,-303,0.2964875,,,-844.215
14954.28,3.816,-302.8,0.2964175,,,-844.299
14955.283,3.816,-303,0.2963475,,,-844.383
14956.284,3.816,-303.1,0.296276667,,,-844.468
14957.277,3.816,-302.9,0.296206667,,,-844.552
14958.281,3.816,-303.2,0.296136667,,,-844.636
14959.275,3.816,-303.3,0.296066667,,,-844.72
14960.28,3.816,-303,0.295996667,,,-844.804
14961.269,3.816,-302.9,0.295926667,,,-844.888
14962.274,3.816,-302.9,0.295855833,,,-844.973
14963.274,3.816,-303,0.295785833,,,-845.057
14964.277,3.816,-303,0.295715833,,,-845.141
14965.272,3.816,-303,0.295645833,,,-845.225
14966.271,3.816,-303.1,0.295575833,,,-845.309
14967.28,3.816,-303.3,0.295505,,,-845.394
14968.272,3.816,-303.1,0.295435,,,-845.478
14969.277,3.816,-303.1,0.295365,,,-845.562
14970.284,3.816,-303,0.295295,,,-845.646
14971.273,3.816,-303.1,0.295225,,,-845.73
14972.28,3.816,-303.4,0.295154167,,,-845.815
14973.271,3.816,-303,0.295084167,,,-845.899
14974.277,3.816,-303.1,0.295014167,,,-845.983
14975.27,3.816,-303.2,0.294944167,,,-846.067
14976.271,3.82,-303.2,0.294874167,,,-846.151
14977.282,3.816,-303.1,0.294804167,,,-846.235
14978.274,3.816,-303.2,0.294733333,,,-846.32
14979.283,3.82,-303.2,0.294663333,,,-846.404
14980.276,3.816,-303.2,0.294593333,,,-846.488
14981.277,3.816,-303.3,0.294523333,,,-846.572
14982.268,3.816,-303.2,0.2944525,,,-846.657
14983.277,3.82,-303,0.2943825,,,-846.741
14984.268,3.816,-303,0.2943125,,,-846.825
14985.274,3.816,-303.2,0.2942425,,,-846.909
14986.276,3.816,-303.1,0.2941725,,,-846.993
14987.282,3.816,-303.3,0.294101667,,,-847.078
14988.275,3.816,-303,0.294031667,,,-847.162
14989.279,3.816,-303.3,0.293961667,,,-847.246
14990.273,3.816,-303.1,0.293891667,,,-847.33
14991.276,3.816,-303.1,0.293821667,,,-847.414
14992.268,3.816,-302.9,0.293751667,,,-847.498
14993.281,3.816,-303.1,0.293680833,,,-847.583
14994.272,3.816,-303.2,0.293610833,,,-847.667
14995.28,3.816,-303,0.293540833,,,-847.751
14996.281,3.816,-303.2,0.293470833,,,-847.835
14997.273,3.816,-303.1,0.293400833,,,-847.919
14998.281,3.82,-303.1,0.29333,,,-848.004
14999.274,3.816,-303.2,0.29326,,,-848.088
15000.283,3.816,-303.3,0.29319,,,-848.172
15001.269,3.816,-303.2,0.29312,,,-848.256
15002.279,3.816,-303.1,0.29305,,,-848.34
15003.269,3.82,-303.1,0.292979167,,,-848.425
15004.278,3.816,-303.2,0.292909167,,,-848.509
15005.268,3.812,-303.2,0.292839167,,,-848.593
15006.271,3.812,-303.1,0.292769167,,,-848.677
15007.28,3.816,-303.1,0.292699167,,,-848.761
15008.272,3.816,-303.1,0.292628333,,,-848.846
15009.278,3.816,-303.1,0.292558333,,,-848.93
15010.27,3.816,-303.1,0.292488333,,,-849.014
15011.274,3.816,-303.2,0.292418333,,,-849.098
15012.28,3.816,-303.2,0.292348333,,,-849.182
15013.273,3.816,-303,0.2922775,,,-849.267
15014.278,3.812,-303.2,0.2922075,,,-849.351
15015.269,3.816,-303.2,0.2921375,,,-849.435
15016.269,3.812,-303,0.2920675,,,-849.519
15017.276,3.816,-303,0.2919975,,,-849.603
15018.279,3.816,-303.2,0.291926667,,,-849.688
15019.269,3.816,-303.1,0.291856667,,,-849.772
15020.278,3.816,-303.4,0.291786667,,,-849.856
15021.267,3.816,-303.4,0.291716667,,,-849.94
15022.278,3.816,-303.1,0.291646667,,,-850.024
15023.269,3.816,-303.3,0.291575833,,,-850.109
15024.276,3.816,-303.1,0.291505833,,,-850.193
15025.279,3.812,-303.1,0.291435833,,,-850.277
15026.268,3.812,-303.1,0.291365833,,,-850.361
15027.272,3.816,-303.1,0.291295833,,,-850.445
15028.272,3.812,-303.1,0.291225,,,-850.53
15029.274,3.816,-303.1,0.291155,,,-850.614
15030.274,3.816,-303.1,0.291085,,,-850.698
15031.272,3.816,-303.2,0.291015,,,-850.782
15032.268,3.816,-303.2,0.290945,,,-850.866
15033.271,3.812,-303,0.290874167,,,-850.951
15034.277,3.812,-303.1,0.290804167,,,-851.035
15035.269,3.816,-303.2,0.290734167,,,-851.119
15036.27,3.812,-303,0.290664167,,,-851.203
15037.278,3.812,-303.1,0.290594167,,,-851.287
15038.269,3.816,-303.2,0.290524167,,,-851.371
15039.276,3.816,-303.2,0.290453333,,,-851.456
15040.269,3.816,-303.4,0.290383333,,,-851.54
15041.27,3.812,-303.3,0.290313333,,,-851.624
15042.28,3.816,-303.1,0.290243333,,,-851.708
15043.271,3.812,-303.2,0.2901725,,,-851.793
15044.281,3.812,-303.1,0.2901025,,,-851.877
15045.274,3.812,-303.2,0.2900325,,,-851.961
15046.275,3.816,-303.2,0.2899625,,,-852.045
15047.269,3.812,-303.2,0.2898925,,,-852.129
15048.274,3.812,-302.9,0.289821667,,,-852.214
15049.269,3.816,-303.2,0.289751667,,,-852.298
15050.278,3.812,-303.2,0.289681667,,,-852.382
15051.28,3.816,-302.9,0.289611667,,,-852.466
15052.268,3.812,-303.1,0.289541667,,,-852.55
15053.279,3.816,-303,0.289470833,,,-852.635
15054.27,3.816,-303.1,0.289400833,,,-852.719
15055.276,3.812,-303.2,0.289330833,,,-852.803
15056.28,3.816,-303.3,0.289260833,,,-852.887
15057.269,3.812,-303.1,0.289190833,,,-852.971
15058.279,3.816,-303,0.28912,,,-853.056
15059.272,3.812,-303.2,0.28905,,,-853.14
15060.281,3.812,-303.2,0.28898,,,-853.224
15061.268,3.812,-302.9,0.28891,,,-853.308
15062.276,3.812,-303.1,0.28884,,,-853.392
15063.269,3.808,-303.2,0.288769167,,,-853.477
15064.278,3.816,-303,0.288699167,,,-853.561
15065.269,3.812,-303.1,0.288629167,,,-853.645
15066.271,3.816,-303.2,0.288559167,,,-853.729
15067.267,3.812,-303.3,0.288489167,,,-853.813
15068.275,3.812,-303.2,0.288418333,,,-853.898
15069.269,3.816,-303.3,0.288348333,,,-853.982
15070.277,3.812,-303.2,0.288278333,,,-854.066
15071.268,3.812,-303.3,0.288208333,,,-854.15
15072.278,3.812,-303,0.288138333,,,-854.234
15073.269,3.816,-303.2,0.2880675,,,-854.319
15074.274,3.816,-303.1,0.2879975,,,-854.403
15075.279,3.812,-303,0.2879275,,,-854.487
15076.267,3.812,-303.2,0.2878575,,,-854.571
15077.273,3.816,-303.2,0.2877875,,,-854.655
15078.266,3.812,-303.3,0.287716667,,,-854.74
15079.272,3.812,-303.2,0.287646667,,,-854.824
15080.266,3.812,-303.5,0.287576667,,,-854.908
15081.269,3.812,-303.3,0.287506667,,,-854.992
15082.275,3.812,-303.2,0.287435833,,,-855.077
15083.267,3.812,-303.2,0.287365833,,,-855.161
15084.273,3.812,-302.9,0.287295833,,,-855.245
15085.266,3.812,-303.1,0.287225833,,,-855.329
15086.266,3.812,-303.1,0.287155833,,,-855.413
15087.274,3.816,-303.3,0.287085,,,-855.498
15088.278,3.812,-303.1,0.287015,,,-855.582
15089.27,3.816,-303.2,0.286945,,,-855.666
15090.278,3.812,-303.1,0.286875,,,-855.75
15091.279,3.812,-303.2,0.286805,,,-855.834
15092.272,3.812,-303.2,0.286734167,,,-855.919
15093.277,3.812,-303.3,0.286664167,,,-856.003
15094.279,3.816,-303,0.286594167,,,-856.087
15095.278,3.812,-303.3,0.286524167,,,-856.171
15096.27,3.812,-302.9,0.286454167,,,-856.255
15097.269,3.812,-303.2,0.286383333,,,-856.34
15098.269,3.816,-303.1,0.286313333,,,-856.424
15099.272,3.812,-303.2,0.286243333,,,-856.508
15100.274,3.812,-303,0.286173333,,,-856.592
15101.278,3.812,-303.2,0.286103333,,,-856.676
15102.267,3.808,-303,0.2860325,,,-856.761
15103.274,3.812,-303.1,0.2859625,,,-856.845
15104.276,3.812,-303.2,0.2858925,,,-856.929
15105.267,3.812,-303.1,0.2858225,,,-857.013
15106.268,3.812,-303.4,0.2857525,,,-857.097
15107.278,3.812,-303.2,0.285681667,,,-857.182
15108.269,3.812,-303.2,0.285611667,,,-857.266
15109.274,3.808,-303.2,0.285541667,,,-857.35
15110.266,3.812,-303,0.285471667,,,-857.434
15111.268,3.812,-303.2,0.285400833,,,-857.519
15112.276,3.812,-302.9,0.285330833,,,-857.603
15113.267,3.812,-303.1,0.285260833,,,-857.687
15114.278,3.812,-303.1,0.285190833,,,-857.771
15115.267,3.812,-303,0.285120833,,,-857.855
15116.267,3.812,-303.2,0.285050833,,,-857.939
15117.276,3.812,-303.3,0.28498,,,-858.024
15118.265,3.812,-303.1,0.28491,,,-858.108
15119.274,3.812,-303.1,0.28484,,,-858.192
15120.265,3.816,-303.1,0.28477,,,-858.276
15121.268,3.812,-303.1,0.2847,,,-858.36
15122.274,3.812,-303.1,0.284629167,,,-858.445
15123.266,3.812,-303.2,0.284559167,,,-858.529
15124.276,3.808,-303,0.284489167,,,-858.613
15125.269,3.812,-303.2,0.284419167,,,-858.697
15126.273,3.816,-303.2,0.284349167,,,-858.781
15127.278,3.812,-303.3,0.284278333,,,-858.866
15128.27,3.812,-303.4,0.284208333,,,-858.95
15129.274,3.812,-303.1,0.284138333,,,-859.034
15130.267,3.812,-303.1,0.284068333,,,-859.118
15131.27,3.812,-303.2,0.283998333,,,-859.202
15132.279,3.812,-303.1,0.2839275,,,-859.287
15133.269,3.816,-303.1,0.2838575,,,-859.371
15134.278,3.812,-303.2,0.2837875,,,-859.455
15135.27,3.808,-303.2,0.2837175,,,-859.539
15136.271,3.808,-302.9,0.2836475,,,-859.623
